target name	accession	tlen	query name	accession	qlen	E-value	score	bias	#	of	c-Evalue	i-Evalue	score	bias	from	to	from	to	from	to	acc	description of target
3Beta_HSD	PF01073.19	280	TARA_ION_MAG_00012_000000000029_10	-	349	9.9e-09	34.6	0.0	1	1	1.9e-11	5.7e-08	32.1	0.0	1	186	6	214	6	265	0.65	3-beta hydroxysteroid dehydrogenase/isomerase family
NAD_binding_4	PF07993.12	257	TARA_ION_MAG_00012_000000000029_10	-	349	7.7e-08	31.8	0.1	1	1	4.6e-11	1.4e-07	31.0	0.0	81	216	74	219	35	257	0.75	Male sterility protein
GDP_Man_Dehyd	PF16363.5	332	TARA_ION_MAG_00012_000000000029_11	-	357	1.2e-49	169.6	0.0	1	1	6.2e-53	1.4e-49	169.3	0.0	1	331	9	342	9	343	0.85	GDP-mannose 4,6 dehydratase
Epimerase	PF01370.21	241	TARA_ION_MAG_00012_000000000029_11	-	357	1.9e-42	145.4	0.0	1	1	1e-45	2.3e-42	145.1	0.0	1	241	8	280	8	280	0.87	NAD dependent epimerase/dehydratase family
3Beta_HSD	PF01073.19	280	TARA_ION_MAG_00012_000000000029_11	-	357	5.5e-11	42.0	0.0	1	1	3.3e-14	7.3e-11	41.6	0.0	1	184	9	208	9	275	0.67	3-beta hydroxysteroid dehydrogenase/isomerase family
adh_short	PF00106.25	195	TARA_ION_MAG_00012_000000000029_11	-	357	9.7e-08	31.7	0.1	1	1	1.3e-10	3e-07	30.1	0.0	2	119	7	128	6	149	0.84	short chain dehydrogenase
RmlD_sub_bind	PF04321.17	287	TARA_ION_MAG_00012_000000000029_11	-	357	1.2e-07	31.1	0.0	1	1	7.7e-11	1.7e-07	30.6	0.0	2	138	7	178	6	193	0.90	RmlD substrate binding domain
DegT_DnrJ_EryC1	PF01041.17	361	TARA_ION_MAG_00012_000000000029_12	-	400	6.7e-85	285.6	0.0	1	1	4.4e-89	7.8e-85	285.3	0.0	3	360	13	391	11	392	0.95	DegT/DnrJ/EryC1/StrS aminotransferase family
DUF218	PF02698.17	131	TARA_ION_MAG_00012_000000000029_13	-	258	3e-23	82.3	0.0	1	1	2e-27	3.7e-23	82.0	0.0	1	131	75	248	75	248	0.85	DUF218 domain
Glycos_transf_4	PF00953.21	160	TARA_ION_MAG_00012_000000000029_14	-	315	1.7e-24	86.6	18.7	1	1	9.8e-29	1.7e-24	86.6	18.7	8	158	66	203	59	205	0.81	Glycosyl transferase family 4
Glycos_transf_1	PF00534.20	172	TARA_ION_MAG_00012_000000000029_15	-	372	1.7e-31	109.1	0.1	1	1	6e-35	2.7e-31	108.4	0.1	5	171	184	349	181	350	0.95	Glycosyl transferases group 1
Glyco_trans_4_2	PF13477.6	139	TARA_ION_MAG_00012_000000000029_15	-	372	3.3e-22	79.0	2.0	1	1	1.7e-25	7.6e-22	77.8	2.0	1	139	4	154	4	154	0.89	Glycosyl transferase 4-like
Glyco_trans_1_4	PF13692.6	134	TARA_ION_MAG_00012_000000000029_15	-	372	1.5e-20	74.0	0.0	1	1	7.1e-24	3.2e-20	72.9	0.0	2	132	195	334	194	336	0.86	Glycosyl transferases group 1
EpsG	PF14897.6	326	TARA_ION_MAG_00012_000000000029_16	-	354	7e-40	137.3	59.2	1	1	5.2e-44	9.4e-40	136.9	59.2	3	326	26	347	3	347	0.87	EpsG family
RmlD_sub_bind	PF04321.17	287	TARA_ION_MAG_00012_000000000029_17	-	300	1e-49	169.2	0.0	1	1	2.6e-53	1.2e-49	169.0	0.0	2	285	3	293	1	295	0.94	RmlD substrate binding domain
Epimerase	PF01370.21	241	TARA_ION_MAG_00012_000000000029_17	-	300	2.6e-19	69.7	0.0	1	1	7.5e-23	3.4e-19	69.3	0.0	1	205	4	188	4	208	0.91	NAD dependent epimerase/dehydratase family
Glyco_trans_1_4	PF13692.6	134	TARA_ION_MAG_00012_000000000029_18	-	370	7.5e-13	49.1	0.0	1	1	1.9e-16	1.2e-12	48.5	0.0	3	134	200	331	198	331	0.80	Glycosyl transferases group 1
GDP_Man_Dehyd	PF16363.5	332	TARA_ION_MAG_00012_000000000029_19	-	358	2.1e-47	162.1	0.0	1	1	1.9e-50	5e-47	160.9	0.0	1	332	4	341	4	341	0.85	GDP-mannose 4,6 dehydratase
Epimerase	PF01370.21	241	TARA_ION_MAG_00012_000000000029_19	-	358	1.7e-41	142.3	0.0	1	1	1e-44	2.6e-41	141.7	0.0	1	241	3	275	3	275	0.89	NAD dependent epimerase/dehydratase family
3Beta_HSD	PF01073.19	280	TARA_ION_MAG_00012_000000000029_19	-	358	3.8e-14	52.4	0.0	1	1	2.9e-17	7.4e-14	51.4	0.0	1	185	4	202	4	209	0.74	3-beta hydroxysteroid dehydrogenase/isomerase family
Polysacc_synt_2	PF02719.15	294	TARA_ION_MAG_00012_000000000029_19	-	358	1.6e-06	27.5	0.0	1	1	9.9e-10	2.5e-06	26.8	0.0	1	127	3	126	3	134	0.87	Polysaccharide biosynthesis protein
Epimerase	PF01370.21	241	TARA_ION_MAG_00012_000000000029_20	-	282	5.9e-32	111.0	0.0	1	1	3.1e-35	6.9e-32	110.8	0.0	1	241	3	233	3	233	0.83	NAD dependent epimerase/dehydratase family
3Beta_HSD	PF01073.19	280	TARA_ION_MAG_00012_000000000029_20	-	282	5.3e-11	42.1	0.0	1	1	2.9e-14	6.6e-11	41.7	0.0	2	230	5	218	4	252	0.82	3-beta hydroxysteroid dehydrogenase/isomerase family
NAD_binding_10	PF13460.6	184	TARA_ION_MAG_00012_000000000029_20	-	282	1.4e-08	34.9	0.0	1	1	8.8e-12	2e-08	34.4	0.0	1	110	7	124	7	159	0.74	NAD(P)H-binding
RmlD_sub_bind	PF04321.17	287	TARA_ION_MAG_00012_000000000029_20	-	282	4.1e-05	22.8	0.0	1	1	2.2e-08	4.9e-05	22.6	0.0	1	159	1	178	1	215	0.71	RmlD substrate binding domain
GDP_Man_Dehyd	PF16363.5	332	TARA_ION_MAG_00012_000000000029_21	-	372	5e-31	108.3	0.0	1	1	2.2e-34	6.7e-31	107.9	0.0	1	332	18	340	18	340	0.75	GDP-mannose 4,6 dehydratase
Epimerase	PF01370.21	241	TARA_ION_MAG_00012_000000000029_21	-	372	1e-26	93.9	0.0	1	1	4.9e-30	1.5e-26	93.4	0.0	1	228	17	251	17	259	0.88	NAD dependent epimerase/dehydratase family
RmlD_sub_bind	PF04321.17	287	TARA_ION_MAG_00012_000000000029_21	-	372	4.3e-08	32.6	0.0	1	1	2.1e-11	6.2e-08	32.1	0.0	2	138	16	176	15	182	0.93	RmlD substrate binding domain
NTP_transferase	PF00483.23	248	TARA_ION_MAG_00012_000000000029_22	-	256	2.5e-17	63.3	0.0	1	1	4.1e-21	3.7e-17	62.7	0.0	1	190	2	199	2	225	0.83	Nucleotidyl transferase
Glycos_transf_2	PF00535.26	170	TARA_ION_MAG_00012_000000000029_23	-	336	4.7e-12	46.0	0.2	1	1	4.2e-16	7.5e-12	45.4	0.2	1	119	6	124	6	164	0.75	Glycosyl transferase family 2
Asn_synthase	PF00733.21	355	TARA_ION_MAG_00012_000000000029_24	-	661	9.9e-99	331.3	0.0	1	1	3.2e-102	1.4e-98	330.8	0.0	3	354	260	653	259	654	0.93	Asparagine synthase
GATase_7	PF13537.6	123	TARA_ION_MAG_00012_000000000029_24	-	661	1.8e-40	137.7	0.0	1	1	9.1e-44	4.1e-40	136.5	0.0	1	122	50	176	50	177	0.92	Glutamine amidotransferase domain
GATase_6	PF13522.6	134	TARA_ION_MAG_00012_000000000029_24	-	661	1.5e-35	122.3	0.0	1	1	5.9e-39	2.6e-35	121.5	0.0	5	134	37	171	33	171	0.89	Glutamine amidotransferase domain
GDP_Man_Dehyd	PF16363.5	332	TARA_ION_MAG_00012_000000000029_25	-	342	7.7e-52	176.7	0.0	1	1	3.3e-55	1e-51	176.4	0.0	1	330	4	325	4	327	0.84	GDP-mannose 4,6 dehydratase
Epimerase	PF01370.21	241	TARA_ION_MAG_00012_000000000029_25	-	342	3.2e-51	174.1	0.0	1	1	1.2e-54	3.7e-51	173.9	0.0	1	232	3	240	3	264	0.92	NAD dependent epimerase/dehydratase family
RmlD_sub_bind	PF04321.17	287	TARA_ION_MAG_00012_000000000029_25	-	342	3.6e-16	59.1	0.0	1	1	1.5e-19	4.4e-16	58.8	0.0	1	155	1	188	1	237	0.89	RmlD substrate binding domain
Glycos_transf_2	PF00535.26	170	TARA_ION_MAG_00012_000000000029_27	-	314	1.7e-13	50.8	0.0	1	1	2.7e-17	2.4e-13	50.3	0.0	2	166	6	167	5	171	0.88	Glycosyl transferase family 2
GtrA	PF04138.14	117	TARA_ION_MAG_00012_000000000029_28	-	126	1.6e-10	41.2	21.4	1	1	1e-14	1.8e-10	41.1	21.4	2	117	10	120	9	120	0.97	GtrA-like protein
Epimerase	PF01370.21	241	TARA_ION_MAG_00012_000000000029_29	-	340	2e-62	210.8	0.0	1	1	4.5e-66	2.7e-62	210.4	0.0	1	229	13	240	13	252	0.95	NAD dependent epimerase/dehydratase family
NTP_transferase	PF00483.23	248	TARA_ION_MAG_00012_000000000029_30	-	480	3.2e-59	200.5	0.0	1	1	3e-62	1.8e-58	198.1	0.0	2	246	8	294	7	296	0.96	Nucleotidyl transferase
MannoseP_isomer	PF01050.18	151	TARA_ION_MAG_00012_000000000029_30	-	480	3.1e-59	199.2	1.1	1	1	8.5e-63	5.1e-59	198.5	1.1	1	151	323	473	323	473	0.99	Mannose-6-phosphate isomerase
GDP_Man_Dehyd	PF16363.5	332	TARA_ION_MAG_00012_000000000029_31	-	344	5.4e-140	466.5	0.0	1	1	6.8e-144	6.1e-140	466.3	0.0	19	332	2	315	1	315	0.99	GDP-mannose 4,6 dehydratase
Epimerase	PF01370.21	241	TARA_ION_MAG_00012_000000000029_31	-	344	3.4e-60	203.5	0.0	1	1	4.7e-64	4.2e-60	203.2	0.0	19	241	1	230	1	230	0.98	NAD dependent epimerase/dehydratase family
Methyltransf_25	PF13649.6	97	TARA_ION_MAG_00012_000000000029_32	-	322	1.8e-11	44.6	0.0	1	1	8e-15	2.9e-11	43.9	0.0	1	87	91	173	91	183	0.85	Methyltransferase domain
Methyltransf_12	PF08242.12	99	TARA_ION_MAG_00012_000000000029_32	-	322	6.4e-08	33.3	0.0	1	1	3.4e-11	1.2e-07	32.4	0.0	1	98	92	184	92	185	0.89	Methyltransferase domain
Glycos_transf_2	PF00535.26	170	TARA_ION_MAG_00012_000000000029_33	-	378	3e-16	59.7	0.2	1	1	5.2e-20	4.6e-16	59.1	0.2	6	132	14	142	9	203	0.85	Glycosyl transferase family 2
Hydrolase_like	PF13242.6	75	TARA_ION_MAG_00012_000000000029_35	-	218	1.6e-11	44.1	0.0	1	1	9.4e-15	4.2e-11	42.8	0.0	2	59	130	187	129	199	0.90	HAD-hyrolase-like
PNK3P	PF08645.11	162	TARA_ION_MAG_00012_000000000029_35	-	218	8.5e-06	25.6	0.1	1	1	3e-09	1.3e-05	24.9	0.1	3	127	34	158	32	175	0.77	Polynucleotide kinase 3 phosphatase
GDP_Man_Dehyd	PF16363.5	332	TARA_ION_MAG_00012_000000000029_37	-	313	1.2e-47	163.0	0.0	1	1	3.9e-50	1.2e-46	159.7	0.0	1	328	9	300	9	304	0.85	GDP-mannose 4,6 dehydratase
Epimerase	PF01370.21	241	TARA_ION_MAG_00012_000000000029_37	-	313	8.6e-46	156.4	0.0	1	1	3.6e-49	1.1e-45	156.0	0.0	2	241	9	241	8	241	0.92	NAD dependent epimerase/dehydratase family
NAD_binding_4	PF07993.12	257	TARA_ION_MAG_00012_000000000029_37	-	313	1.9e-11	43.6	0.0	1	1	4.7e-09	1.4e-05	24.4	0.0	85	219	67	189	50	226	0.76	Male sterility protein
UDPG_MGDP_dh_N	PF03721.14	187	TARA_ION_MAG_00012_000000000029_38	-	477	5.6e-55	185.8	0.2	1	1	1.6e-58	9.5e-55	185.1	0.2	2	184	7	201	6	204	0.93	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain
UDPG_MGDP_dh_C	PF03720.15	105	TARA_ION_MAG_00012_000000000029_38	-	477	7.6e-37	125.9	0.0	1	1	1.5e-38	9e-35	119.3	0.0	1	104	338	453	338	454	0.98	UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain
UDPG_MGDP_dh	PF00984.19	94	TARA_ION_MAG_00012_000000000029_38	-	477	1.7e-32	111.5	0.0	1	1	6.5e-36	3.9e-32	110.3	0.0	1	93	220	314	220	315	0.98	UDP-glucose/GDP-mannose dehydrogenase family, central domain
SLBB	PF10531.9	58	TARA_ION_MAG_00012_000000000029_39	-	429	3.2e-12	46.1	0.6	1	1	2.5e-08	0.00022	21.0	0.0	3	33	318	348	316	355	0.93	SLBB domain
LexA_DNA_bind	PF01726.16	65	TARA_ION_MAG_00012_000000000029_41	-	206	9e-23	79.8	0.0	1	1	1.9e-26	1.7e-22	79.0	0.0	3	65	8	70	6	70	0.98	LexA DNA binding domain
OTCace	PF00185.24	157	TARA_ION_MAG_00012_000000000029_42	-	310	1e-49	168.6	0.0	1	1	2.2e-53	2e-49	167.7	0.0	2	156	153	306	152	307	0.98	Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain
OTCace_N	PF02729.21	148	TARA_ION_MAG_00012_000000000029_42	-	310	8.3e-47	158.9	0.0	1	1	1.4e-50	1.2e-46	158.4	0.0	2	148	11	146	10	146	0.96	Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain
Peptidase_M41	PF01434.18	191	TARA_ION_MAG_00012_000000000029_43	-	621	5.2e-68	228.7	0.1	1	1	2.3e-71	8.2e-68	228.0	0.1	1	190	422	611	422	612	0.98	Peptidase family M41
AAA	PF00004.29	132	TARA_ION_MAG_00012_000000000029_43	-	621	1.2e-43	148.7	0.0	1	1	8.1e-47	2.9e-43	147.5	0.0	1	131	206	341	206	342	0.96	ATPase family associated with various cellular activities (AAA)
FtsH_ext	PF06480.15	109	TARA_ION_MAG_00012_000000000029_43	-	621	1.7e-09	38.0	0.2	1	1	2.8e-12	1e-08	35.5	0.0	4	108	19	108	16	109	0.86	FtsH Extracellular
RibD_C	PF01872.17	200	TARA_ION_MAG_00012_000000000029_44	-	365	5.8e-41	140.5	0.0	1	1	1.2e-44	7.4e-41	140.2	0.0	2	197	154	355	153	358	0.90	RibD C-terminal domain
Inv-AAD	PF18785.1	129	TARA_ION_MAG_00012_000000000029_44	-	365	1.1e-08	35.0	0.1	1	1	4.1e-11	2.5e-07	30.6	0.1	11	116	42	130	33	140	0.73	Invertebrate-AID/APOBEC-deaminase
DUF3122	PF11320.8	134	TARA_ION_MAG_00012_000000000029_45	-	167	1.3e-32	112.7	0.0	1	1	8.7e-37	1.6e-32	112.4	0.0	6	134	38	165	34	165	0.92	Protein of unknown function (DUF3122)
NAD_kinase	PF01513.21	292	TARA_ION_MAG_00012_000000000029_48	-	302	8.2e-67	225.4	0.0	1	1	6.3e-71	1.1e-66	225.0	0.0	3	292	5	276	3	276	0.93	ATP-NAD kinase
tRNA-synt_2d	PF01409.20	245	TARA_ION_MAG_00012_000000000029_49	-	336	8e-98	326.8	0.0	1	1	1.1e-101	1e-97	326.5	0.0	1	245	101	335	101	335	0.99	tRNA synthetases class II core domain (F)
Phe_tRNA-synt_N	PF02912.18	69	TARA_ION_MAG_00012_000000000029_49	-	336	7.6e-19	67.4	3.2	1	1	8.5e-23	7.6e-19	67.4	3.2	2	69	30	97	29	97	0.97	Aminoacyl tRNA synthetase class II, N-terminal domain
SurE	PF01975.17	195	TARA_ION_MAG_00012_000000000029_50	-	265	1.9e-60	204.0	0.0	1	1	1.3e-64	2.3e-60	203.7	0.0	1	194	6	193	6	194	0.93	Survival protein SurE
DUF3611	PF12263.8	177	TARA_ION_MAG_00012_000000000029_51	-	180	5.3e-48	163.3	12.7	1	1	3.3e-52	5.8e-48	163.1	12.7	4	176	7	176	4	177	0.95	Protein of unknown function (DUF3611)
FAD_syn	PF06574.12	158	TARA_ION_MAG_00012_000000000029_52	-	310	7.8e-42	142.8	0.0	1	1	1.3e-45	1.2e-41	142.3	0.0	4	158	10	160	8	160	0.95	FAD synthetase
Flavokinase	PF01687.17	111	TARA_ION_MAG_00012_000000000029_52	-	310	1.4e-33	115.5	0.0	1	1	2.5e-37	2.2e-33	114.9	0.0	1	111	177	302	177	302	0.95	Riboflavin kinase
TMP-TENI	PF02581.17	181	TARA_ION_MAG_00012_000000000029_53	-	351	2.7e-58	196.3	0.0	1	1	4.5e-62	4e-58	195.7	0.0	1	180	153	328	153	329	0.98	Thiamine monophosphate synthase
ThiD2	PF17792.1	125	TARA_ION_MAG_00012_000000000029_53	-	351	9.1e-30	103.7	0.9	1	1	1.5e-33	1.4e-29	103.1	0.9	1	124	15	133	15	134	0.94	ThiD2 family
AIRC	PF00731.20	148	TARA_ION_MAG_00012_000000000029_57	-	220	2.3e-16	59.7	0.4	1	1	1.9e-20	3.3e-16	59.2	0.4	1	128	88	215	88	219	0.83	AIR carboxylase
YgbB	PF02542.16	155	TARA_ION_MAG_00012_000000000029_59	-	407	3.5e-59	199.5	0.0	1	1	7.4e-63	6.6e-59	198.6	0.0	1	155	247	403	247	403	0.98	YgbB family
tRNA_m1G_MT	PF01746.21	195	TARA_ION_MAG_00012_000000000029_59	-	407	2.3e-58	197.2	0.0	1	1	3.3e-62	3e-58	196.8	0.0	4	195	27	220	24	220	0.98	tRNA (Guanine-1)-methyltransferase
MMR_HSR1	PF01926.23	114	TARA_ION_MAG_00012_000000000029_60	-	305	5.7e-22	77.9	0.5	1	1	8.2e-25	1.8e-21	76.3	0.2	2	114	9	123	8	123	0.83	50S ribosome-binding GTPase
FeoB_N	PF02421.18	156	TARA_ION_MAG_00012_000000000029_60	-	305	2.9e-13	49.6	0.8	1	1	2.2e-16	4.8e-13	48.9	0.0	3	156	9	168	8	168	0.84	Ferrous iron transport protein B
Bax1-I	PF01027.20	207	TARA_ION_MAG_00012_000000000029_62	-	246	2.1e-32	112.7	26.4	1	1	2.6e-36	2.4e-32	112.5	26.4	3	207	24	235	22	235	0.83	Inhibitor of apoptosis-promoting Bax1
PhoH	PF02562.16	205	TARA_ION_MAG_00012_000000000029_63	-	319	7e-90	300.0	0.0	1	1	1.6e-93	9.7e-90	299.5	0.0	2	205	115	318	114	318	0.99	PhoH-like protein
AAA_19	PF13245.6	146	TARA_ION_MAG_00012_000000000029_63	-	319	3e-06	27.6	0.0	1	1	9.6e-10	5.8e-06	26.7	0.0	16	141	138	271	122	274	0.76	AAA domain
DUF2389	PF09493.10	61	TARA_ION_MAG_00012_000000000030_4	-	100	1.2e-05	25.8	0.0	1	1	1.1e-09	1.9e-05	25.2	0.0	4	61	6	61	5	61	0.95	Tryptophan-rich protein (DUF2389)
tRNA-synt_His	PF13393.6	310	TARA_ION_MAG_00012_000000000030_6	-	430	6.3e-43	147.2	0.0	1	1	3.4e-46	2e-42	145.6	0.0	1	310	9	310	9	310	0.88	Histidyl-tRNA synthetase
tRNA-synt_2b	PF00587.25	179	TARA_ION_MAG_00012_000000000030_6	-	430	2e-20	73.5	0.0	1	1	5.9e-24	3.5e-20	72.7	0.0	1	175	67	314	67	318	0.94	tRNA synthetase class II core domain (G, H, P, S and T)
GLTT	PF01744.20	28	TARA_ION_MAG_00012_000000000030_7	-	143	9.7e-17	60.2	15.7	1	2	5.2e-14	4.7e-10	39.0	4.4	1	28	22	49	22	49	0.97	GLTT repeat (6 copies)
DUF3721	PF12518.8	33	TARA_ION_MAG_00012_000000000030_7	-	143	1.1e-14	54.0	3.5	1	1	1.9e-18	1.7e-14	53.4	3.5	1	32	111	142	111	142	0.99	Protein of unknown function
DUF1350	PF07082.11	250	TARA_ION_MAG_00012_000000000030_9	-	241	1.5e-43	148.9	0.0	1	1	1.1e-47	1.9e-43	148.6	0.0	8	205	10	205	4	215	0.90	Protein of unknown function (DUF1350)
AMP-binding	PF00501.28	423	TARA_ION_MAG_00012_000000000030_10	-	661	5.4e-90	302.0	0.0	1	1	1.2e-93	7.1e-90	301.6	0.0	7	422	100	538	94	539	0.87	AMP-binding enzyme
AMP-binding_C	PF13193.6	76	TARA_ION_MAG_00012_000000000030_10	-	661	9.5e-25	87.4	0.4	1	1	1.6e-28	9.5e-25	87.4	0.4	1	76	547	625	547	625	0.93	AMP-binding enzyme C-terminal domain
polyprenyl_synt	PF00348.17	256	TARA_ION_MAG_00012_000000000030_11	-	324	1.3e-72	244.0	0.3	1	1	8.7e-77	1.6e-72	243.7	0.3	2	255	31	274	30	275	0.95	Polyprenyl synthetase
Asp_Glu_race	PF01177.22	224	TARA_ION_MAG_00012_000000000030_12	-	265	1.9e-23	83.5	0.0	1	1	1.3e-27	2.3e-23	83.2	0.0	1	221	5	208	5	211	0.83	Asp/Glu/Hydantoin racemase
Amidase_3	PF01520.18	175	TARA_ION_MAG_00012_000000000030_13	-	363	2.1e-48	164.7	0.0	1	1	1.6e-52	2.9e-48	164.3	0.0	1	174	184	355	184	356	0.95	N-acetylmuramoyl-L-alanine amidase
CN_hydrolase	PF00795.22	261	TARA_ION_MAG_00012_000000000030_14	-	275	3.3e-57	193.8	0.0	1	1	2e-61	3.7e-57	193.6	0.0	1	260	5	259	5	260	0.95	Carbon-nitrogen hydrolase
2-ph_phosp	PF04029.14	226	TARA_ION_MAG_00012_000000000030_15	-	245	2.9e-71	239.2	0.0	1	1	1.9e-75	3.4e-71	239.0	0.0	8	223	15	235	8	238	0.94	2-phosphosulpholactate phosphatase
EPSP_synthase	PF00275.20	417	TARA_ION_MAG_00012_000000000030_16	-	436	5e-117	391.1	0.0	1	1	3.2e-121	5.7e-117	390.9	0.0	2	417	8	431	7	431	0.90	EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)
Methyltransf_30	PF05430.11	124	TARA_ION_MAG_00012_000000000030_17	-	297	1.3e-21	76.7	0.0	1	1	1.8e-25	3.1e-21	75.5	0.0	23	112	119	210	98	223	0.88	S-adenosyl-L-methionine-dependent methyltransferase
Hexapep	PF00132.24	36	TARA_ION_MAG_00012_000000000030_18	-	455	3.2e-21	74.2	20.4	2	3	3.9e-11	1.4e-07	31.0	0.2	2	35	316	349	315	350	0.94	Bacterial transferase hexapeptide (six repeats)
NTP_transf_3	PF12804.7	160	TARA_ION_MAG_00012_000000000030_18	-	455	1e-17	64.9	0.0	1	1	3.9e-21	1.4e-17	64.5	0.0	2	123	5	134	4	173	0.86	MobA-like NTP transferase domain
IspD	PF01128.19	221	TARA_ION_MAG_00012_000000000030_18	-	455	4.7e-08	33.0	0.0	1	1	2.2e-11	7.8e-08	32.3	0.0	2	121	3	126	2	138	0.73	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
Mur_ligase_M	PF08245.12	192	TARA_ION_MAG_00012_000000000030_19	-	458	7.3e-38	130.5	0.8	1	1	2.2e-41	1.3e-37	129.7	0.8	1	192	112	303	112	303	0.82	Mur ligase middle domain
Mur_ligase_C	PF02875.21	91	TARA_ION_MAG_00012_000000000030_19	-	458	7.6e-08	32.5	0.0	1	1	4.4e-10	2.7e-06	27.6	0.0	3	85	323	403	321	409	0.85	Mur ligase family, glutamate ligase domain
Glyco_transf_5	PF08323.11	244	TARA_ION_MAG_00012_000000000030_20	-	487	1.7e-63	214.5	0.2	1	1	7.3e-67	2.6e-63	214.0	0.2	1	243	2	215	2	216	0.88	Starch synthase catalytic domain
Glyco_transf_4	PF13439.6	170	TARA_ION_MAG_00012_000000000030_20	-	487	7.2e-13	48.9	0.3	1	1	2.2e-15	7.9e-12	45.5	0.5	1	169	16	231	16	232	0.76	Glycosyltransferase Family 4
Glyco_trans_1_4	PF13692.6	134	TARA_ION_MAG_00012_000000000030_20	-	487	3.2e-08	34.1	0.0	1	1	1.5e-11	5.4e-08	33.4	0.0	3	125	274	410	272	418	0.71	Glycosyl transferases group 1
ECH_1	PF00378.20	251	TARA_ION_MAG_00012_000000000030_21	-	286	3.5e-67	226.3	0.0	1	1	4.7e-71	4.2e-67	226.1	0.0	2	250	26	280	25	281	0.94	Enoyl-CoA hydratase/isomerase
TPP_enzyme_N	PF02776.18	172	TARA_ION_MAG_00012_000000000030_22	-	591	2.1e-20	73.0	0.0	1	1	7.8e-24	7e-20	71.3	0.0	13	162	22	179	15	188	0.88	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain
Peptidase_S26	PF10502.9	138	TARA_ION_MAG_00012_000000000030_23	-	195	1.7e-10	40.8	0.0	1	1	2.9e-14	2.6e-10	40.2	0.0	24	133	72	172	63	176	0.88	Signal peptidase, peptidase S26
DUF760	PF05542.11	84	TARA_ION_MAG_00012_000000000030_24	-	113	6.8e-27	93.6	0.6	1	1	4.4e-31	7.9e-27	93.4	0.6	1	84	19	101	19	101	0.99	Protein of unknown function (DUF760)
DUF4336	PF14234.6	318	TARA_ION_MAG_00012_000000000030_25	-	391	1.6e-109	366.0	0.0	1	1	1.1e-113	1.9e-109	365.7	0.0	1	315	34	352	34	354	0.97	Domain of unknown function (DUF4336)
ABC-3	PF00950.17	258	TARA_ION_MAG_00012_000000000030_26	-	285	5.4e-85	285.0	31.2	1	1	6.9e-89	6.1e-85	284.8	31.2	2	257	15	269	14	270	0.99	ABC 3 transport family
ABC_tran	PF00005.27	137	TARA_ION_MAG_00012_000000000030_27	-	255	3.8e-29	101.9	0.0	1	1	5.9e-33	5.3e-29	101.5	0.0	3	137	28	174	26	174	0.90	ABC transporter
ZnuA	PF01297.17	256	TARA_ION_MAG_00012_000000000030_28	-	305	3e-62	210.3	0.0	1	1	1.9e-66	3.5e-62	210.1	0.0	1	255	34	296	34	297	0.91	Zinc-uptake complex component A periplasmic
DUF697	PF05128.12	162	TARA_ION_MAG_00012_000000000030_29	-	443	4.9e-31	107.6	0.4	1	1	3.5e-35	6.3e-31	107.3	0.4	4	160	262	418	259	420	0.97	Domain of unknown function (DUF697)
tRNA-synt_1b	PF00579.25	293	TARA_ION_MAG_00012_000000000030_31	-	336	3.2e-85	286.0	0.1	1	1	2.7e-89	4.9e-85	285.4	0.0	5	292	4	288	1	289	0.97	tRNA synthetases class I (W and Y)
tRNA-synt_2b	PF00587.25	179	TARA_ION_MAG_00012_000000000030_32	-	638	2.4e-46	158.0	0.0	1	1	9.1e-50	4.1e-46	157.2	0.0	2	179	318	528	317	528	0.94	tRNA synthetase class II core domain (G, H, P, S and T)
HGTP_anticodon	PF03129.20	94	TARA_ION_MAG_00012_000000000030_32	-	638	9.2e-13	48.2	0.1	1	1	7.5e-16	3.3e-12	46.4	0.1	1	90	540	626	539	628	0.91	Anticodon binding domain
Glucokinase	PF02685.16	316	TARA_ION_MAG_00012_000000000030_33	-	345	2.2e-88	296.3	0.0	1	1	1.4e-92	2.5e-88	296.1	0.0	1	314	4	339	4	341	0.94	Glucokinase
GHMP_kinases_C	PF08544.13	85	TARA_ION_MAG_00012_000000000030_34	-	316	1.4e-07	31.7	0.1	1	1	3.5e-11	3.1e-07	30.7	0.1	10	83	221	288	208	290	0.73	GHMP kinases C terminal
Proton_antipo_M	PF00361.20	293	TARA_ION_MAG_00012_000000000030_35	-	513	6.6e-66	222.5	23.2	1	1	8.2e-70	1.5e-65	221.3	23.2	1	292	136	425	136	426	0.94	Proton-conducting membrane transporter
Peptidase_M3	PF01432.20	458	TARA_ION_MAG_00012_000000000030_36	-	703	4.1e-138	461.5	0.0	1	1	3.4e-142	6.1e-138	460.9	0.0	1	457	239	697	239	698	0.95	Peptidase family M3
DUF676	PF05057.14	219	TARA_ION_MAG_00012_000000000030_37	-	198	4.1e-07	29.7	0.0	1	1	2.1e-10	7.7e-07	28.8	0.0	8	135	7	113	2	139	0.82	Putative serine esterase (DUF676)
